"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","HEALTHEXP","TOT","USD_CAP","A","2016",2678.23,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2017",2870.253,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2018",3191.554,"P"
"LUX","HEALTHEXP","TOT","USD_CAP","A","1995",2095.455,"D"
"LUX","HEALTHEXP","TOT","USD_CAP","A","1996",2216.048,"D"
"LUX","HEALTHEXP","TOT","USD_CAP","A","1997",2268.142,"D"
"LUX","HEALTHEXP","TOT","USD_CAP","A","1998",2427.138,"D"
"LUX","HEALTHEXP","TOT","USD_CAP","A","1999",2827.654,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2000",3409.348,"B"
"LUX","HEALTHEXP","TOT","USD_CAP","A","2001",3712.747,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2002",4248.808,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2003",4411.598,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2004",4776.724,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2005",4881.401,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2006",5149.52,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2007",5084.77,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2008",5431.112,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2009",5724.101,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2010",5622.75,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2011",4830.517,"B"
"LUX","HEALTHEXP","TOT","USD_CAP","A","2012",5207.355,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2013",4759.016,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2014",4809.236,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2015",4820.829,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2016",4873.862,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2017",4940.672,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2018",5070.172,"E"
"MEX","HEALTHEXP","TOT","USD_CAP","A","1999",465.766,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2000",506.479,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2001",556.216,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2002",589.318,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2003",676.489,"B"
"MEX","HEALTHEXP","TOT","USD_CAP","A","2004",755.402,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2005",760.927,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2006",812.239,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2007",861.707,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2008",892.652,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2009",906.998,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2010",926.952,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2011",940.11,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2012",1004.16,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2013",1028.09,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2014",1003.868,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2015",1075.433,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2016",1065.875,"B"
"MEX","HEALTHEXP","TOT","USD_CAP","A","2017",1104.972,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2018",1137.964,"E"
"NLD","HEALTHEXP","TOT","USD_CAP","A","1995",1746.81,
"NLD","HEALTHEXP","TOT","USD_CAP","A","1996",1820.824,
"NLD","HEALTHEXP","TOT","USD_CAP","A","1997",1881.613,
"NLD","HEALTHEXP","TOT","USD_CAP","A","1998",2215.7,"B"
"NLD","HEALTHEXP","TOT","USD_CAP","A","1999",2372.005,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2000",2645.877,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2001",2881.777,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2002",3296.964,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2003",3308.9,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2004",3495.24,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2005",3583.454,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2006",3826.415,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2007",4075.45,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2008",4378.383,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2009",4444.424,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2010",4472.695,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2011",4567.357,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2012",4782.366,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2013",4923.877,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2014",4934.583,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2015",4928.366,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2016",5018.406,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2017",5155.043,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2018",5288.436,"P"
"NZL","HEALTHEXP","TOT","USD_CAP","A","1995",1303.951,
"NZL","HEALTHEXP","TOT","USD_CAP","A","1996",1340.513,
"NZL","HEALTHEXP","TOT","USD_CAP","A","1997",1418.189,
"NZL","HEALTHEXP","TOT","USD_CAP","A","1998",1498.221,
"NZL","HEALTHEXP","TOT","USD_CAP","A","1999",1565.445,
"NZL","HEALTHEXP","TOT","USD_CAP","A","2000",1659.44,
"NZL","HEALTHEXP","TOT","USD_CAP","A","2001",1797.648,
"NZL","HEALTHEXP","TOT","USD_CAP","A","2002",1920.964,
"NZL","HEALTHEXP","TOT","USD_CAP","A","2003",1916.372,
"NZL","HEALTHEXP","TOT","USD_CAP","A","2004",2077.423,
"NZL","HEALTHEXP","TOT","USD_CAP","A","2005",2194.439,
"NZL","HEALTHEXP","TOT","USD_CAP","A","2006",2438.053,
"NZL","HEALTHEXP","TOT","USD_CAP","A","2007",2538.799,
"NZL","HEALTHEXP","TOT","USD_CAP","A","2008",2829.765,
"NZL","HEALTHEXP","TOT","USD_CAP","A","2009",2951.423,"P"
"NZL","HEALTHEXP","TOT","USD_CAP","A","2010",3044.547,"P"
"NZL","HEALTHEXP","TOT","USD_CAP","A","2011",3132.308,"P"
"NZL","HEALTHEXP","TOT","USD_CAP","A","2012",3240.034,"P"
"NZL","HEALTHEXP","TOT","USD_CAP","A","2013",3388.248,"P"
"NZL","HEALTHEXP","TOT","USD_CAP","A","2014",3496.098,"P"
"NZL","HEALTHEXP","TOT","USD_CAP","A","2015",3513.375,"P"
"NZL","HEALTHEXP","TOT","USD_CAP","A","2016",3662.218,"P"
"NZL","HEALTHEXP","TOT","USD_CAP","A","2017",3742.228,"P"
"NZL","HEALTHEXP","TOT","USD_CAP","A","2018",3922.635,"P"
"NOR","HEALTHEXP","TOT","USD_CAP","A","1995",1767.807,
"NOR","HEALTHEXP","TOT","USD_CAP","A","1996",1927.574,
"NOR","HEALTHEXP","TOT","USD_CAP","A","1997",2196.446,"B"
"NOR","HEALTHEXP","TOT","USD_CAP","A","1998",2366.474,
"NOR","HEALTHEXP","TOT","USD_CAP","A","1999",2518.86,
"NOR","HEALTHEXP","TOT","USD_CAP","A","2000",2792.135,
"NOR","HEALTHEXP","TOT","USD_CAP","A","2001",2937.017,"B"
"NOR","HEALTHEXP","TOT","USD_CAP","A","2002",3389.226,
"NOR","HEALTHEXP","TOT","USD_CAP","A","2003",3447.974,
"NOR","HEALTHEXP","TOT","USD_CAP","A","2004",3656.159,
"NOR","HEALTHEXP","TOT","USD_CAP","A","2005",3740.873,
"NOR","HEALTHEXP","TOT","USD_CAP","A","2006",3962.883,
"NOR","HEALTHEXP","TOT","USD_CAP","A","2007",4310.264,
"NOR","HEALTHEXP","TOT","USD_CAP","A","2008",4604.504,
"NOR","HEALTHEXP","TOT","USD_CAP","A","2009",4687.112,
"NOR","HEALTHEXP","TOT","USD_CAP","A","2010",4775.15,
"NOR","HEALTHEXP","TOT","USD_CAP","A","2011",4965.184,
"NOR","HEALTHEXP","TOT","USD_CAP","A","2012",5209.577,
"NOR","HEALTHEXP","TOT","USD_CAP","A","2013",5485.874,
"NOR","HEALTHEXP","TOT","USD_CAP","A","2014",5707.377,
"NOR","HEALTHEXP","TOT","USD_CAP","A","2015",5728.329,
"NOR","HEALTHEXP","TOT","USD_CAP","A","2016",5803.702,
"NOR","HEALTHEXP","TOT","USD_CAP","A","2017",6063.613,"P"
"NOR","HEALTHEXP","TOT","USD_CAP","A","2018",6186.92,"P"
"POL","HEALTHEXP","TOT","USD_CAP","A","1995",397.759,
"POL","HEALTHEXP","TOT","USD_CAP","A","1996",454.708,
"POL","HEALTHEXP","TOT","USD_CAP","A","1997",476.413,
"POL","HEALTHEXP","TOT","USD_CAP","A","1998",497.228,
"POL","HEALTHEXP","TOT","USD_CAP","A","1999",572.471,
"POL","HEALTHEXP","TOT","USD_CAP","A","2000",603.789,
"POL","HEALTHEXP","TOT","USD_CAP","A","2001",668.066,
"POL","HEALTHEXP","TOT","USD_CAP","A","2002",774.069,"B"
"POL","HEALTHEXP","TOT","USD_CAP","A","2003",781.586,
"POL","HEALTHEXP","TOT","USD_CAP","A","2004",837.647,
"POL","HEALTHEXP","TOT","USD_CAP","A","2005",834.605,
"POL","HEALTHEXP","TOT","USD_CAP","A","2006",902.61,
"POL","HEALTHEXP","TOT","USD_CAP","A","2007",1050.561,
"POL","HEALTHEXP","TOT","USD_CAP","A","2008",1222.748,
"POL","HEALTHEXP","TOT","USD_CAP","A","2009",1315.65,
"POL","HEALTHEXP","TOT","USD_CAP","A","2010",1422.816,"B"
"POL","HEALTHEXP","TOT","USD_CAP","A","2011",1496.615,
"POL","HEALTHEXP","TOT","USD_CAP","A","2012",1578.599,
"POL","HEALTHEXP","TOT","USD_CAP","A","2013",1670.783,
"POL","HEALTHEXP","TOT","USD_CAP","A","2014",1687.056,
"POL","HEALTHEXP","TOT","USD_CAP","A","2015",1802.995,
"POL","HEALTHEXP","TOT","USD_CAP","A","2016",1915.052,
"POL","HEALTHEXP","TOT","USD_CAP","A","2017",2047.73,
"POL","HEALTHEXP","TOT","USD_CAP","A","2018",2056.358,"P"
"PRT","HEALTHEXP","TOT","USD_CAP","A","1995",1008.669,"B"
"PRT","HEALTHEXP","TOT","USD_CAP","A","1996",1085.132,
"PRT","HEALTHEXP","TOT","USD_CAP","A","1997",1143.267,
"PRT","HEALTHEXP","TOT","USD_CAP","A","1998",1193.702,
"PRT","HEALTHEXP","TOT","USD_CAP","A","1999",1319.759,
"PRT","HEALTHEXP","TOT","USD_CAP","A","2000",1599.426,"B"
"PRT","HEALTHEXP","TOT","USD_CAP","A","2001",1665.389,
"PRT","HEALTHEXP","TOT","USD_CAP","A","2002",1792.284,
"PRT","HEALTHEXP","TOT","USD_CAP","A","2003",1876.249,
"PRT","HEALTHEXP","TOT","USD_CAP","A","2004",2035.41,
"PRT","HEALTHEXP","TOT","USD_CAP","A","2005",2135.366,
"PRT","HEALTHEXP","TOT","USD_CAP","A","2006",2186.499,
"PRT","HEALTHEXP","TOT","USD_CAP","A","2007",2253.204,
"PRT","HEALTHEXP","TOT","USD_CAP","A","2008",2386.065,
"PRT","HEALTHEXP","TOT","USD_CAP","A","2009",2457.329,
"PRT","HEALTHEXP","TOT","USD_CAP","A","2010",2528.8,
"PRT","HEALTHEXP","TOT","USD_CAP","A","2011",2408.055,
"PRT","HEALTHEXP","TOT","USD_CAP","A","2012",2345.629,
"PRT","HEALTHEXP","TOT","USD_CAP","A","2013",2417.038,
"PRT","HEALTHEXP","TOT","USD_CAP","A","2014",2450.887,
"PRT","HEALTHEXP","TOT","USD_CAP","A","2015",2540.072,
"PRT","HEALTHEXP","TOT","USD_CAP","A","2016",2667.691,
"PRT","HEALTHEXP","TOT","USD_CAP","A","2017",2758.526,
"PRT","HEALTHEXP","TOT","USD_CAP","A","2018",2861.383,"P"
"SVK","HEALTHEXP","TOT","USD_CAP","A","1997",648.711,"D"
"SVK","HEALTHEXP","TOT","USD_CAP","A","1998",662.978,"D"
"SVK","HEALTHEXP","TOT","USD_CAP","A","1999",658.135,
"SVK","HEALTHEXP","TOT","USD_CAP","A","2000",690.069,
"SVK","HEALTHEXP","TOT","USD_CAP","A","2001",758.523,
"SVK","HEALTHEXP","TOT","USD_CAP","A","2002",868.625,
"SVK","HEALTHEXP","TOT","USD_CAP","A","2003",876.585,
"SVK","HEALTHEXP","TOT","USD_CAP","A","2004",1100.807,"B"
"SVK","HEALTHEXP","TOT","USD_CAP","A","2005",1191.447,"B"
"SVK","HEALTHEXP","TOT","USD_CAP","A","2006",1341.482,
"SVK","HEALTHEXP","TOT","USD_CAP","A","2007",1583.864,
"SVK","HEALTHEXP","TOT","USD_CAP","A","2008",1687.058,"B"
"SVK","HEALTHEXP","TOT","USD_CAP","A","2009",1813.552,
"SVK","HEALTHEXP","TOT","USD_CAP","A","2010",2010.418,
"SVK","HEALTHEXP","TOT","USD_CAP","A","2011",1974.761,
"SVK","HEALTHEXP","TOT","USD_CAP","A","2012",2097.401,"B"
"SVK","HEALTHEXP","TOT","USD_CAP","A","2013",2153.698,
"SVK","HEALTHEXP","TOT","USD_CAP","A","2014",2010.11,
"SVK","HEALTHEXP","TOT","USD_CAP","A","2015",2059.654,
"SVK","HEALTHEXP","TOT","USD_CAP","A","2016",2187.367,
"SVK","HEALTHEXP","TOT","USD_CAP","A","2017",2187.762,
"SVK","HEALTHEXP","TOT","USD_CAP","A","2018",2290.33,"E"
"ESP","HEALTHEXP","TOT","USD_CAP","A","1995",1125.359,
"ESP","HEALTHEXP","TOT","USD_CAP","A","1996",1178.921,
"ESP","HEALTHEXP","TOT","USD_CAP","A","1997",1230.664,
"ESP","HEALTHEXP","TOT","USD_CAP","A","1998",1301.488,
"ESP","HEALTHEXP","TOT","USD_CAP","A","1999",1370.226,"B"
"ESP","HEALTHEXP","TOT","USD_CAP","A","2000",1523.18,
"ESP","HEALTHEXP","TOT","USD_CAP","A","2001",1634.843,
"ESP","HEALTHEXP","TOT","USD_CAP","A","2002",1803.5,
"ESP","HEALTHEXP","TOT","USD_CAP","A","2003",2008.939,"B"
"ESP","HEALTHEXP","TOT","USD_CAP","A","2004",2116.38,
"ESP","HEALTHEXP","TOT","USD_CAP","A","2005",2203.176,
"ESP","HEALTHEXP","TOT","USD_CAP","A","2006",2379.078,
"ESP","HEALTHEXP","TOT","USD_CAP","A","2007",2468.763,
"ESP","HEALTHEXP","TOT","USD_CAP","A","2008",2658.03,
"ESP","HEALTHEXP","TOT","USD_CAP","A","2009",2737.591,
"ESP","HEALTHEXP","TOT","USD_CAP","A","2010",2724.801,
"ESP","HEALTHEXP","TOT","USD_CAP","A","2011",2724.201,
"ESP","HEALTHEXP","TOT","USD_CAP","A","2012",2726.366,
"ESP","HEALTHEXP","TOT","USD_CAP","A","2013",2764.268,
"ESP","HEALTHEXP","TOT","USD_CAP","A","2014",2852.743,
"ESP","HEALTHEXP","TOT","USD_CAP","A","2015",3024.647,
"ESP","HEALTHEXP","TOT","USD_CAP","A","2016",3105.646,
"ESP","HEALTHEXP","TOT","USD_CAP","A","2017",3224.091,
"ESP","HEALTHEXP","TOT","USD_CAP","A","2018",3322.619,"E"
"SWE","HEALTHEXP","TOT","USD_CAP","A","1995",1593.048,
"SWE","HEALTHEXP","TOT","USD_CAP","A","1996",1689.906,
"SWE","HEALTHEXP","TOT","USD_CAP","A","1997",1708.238,
"SWE","HEALTHEXP","TOT","USD_CAP","A","1998",1807.774,
"SWE","HEALTHEXP","TOT","USD_CAP","A","1999",1959.359,
"SWE","HEALTHEXP","TOT","USD_CAP","A","2000",2194.808,
"SWE","HEALTHEXP","TOT","USD_CAP","A","2001",2414.137,"B"
"SWE","HEALTHEXP","TOT","USD_CAP","A","2002",2656.868,
"SWE","HEALTHEXP","TOT","USD_CAP","A","2003",2696.823,
"SWE","HEALTHEXP","TOT","USD_CAP","A","2004",2793.38,
"SWE","HEALTHEXP","TOT","USD_CAP","A","2005",2831.235,
"SWE","HEALTHEXP","TOT","USD_CAP","A","2006",3026.053,
"SWE","HEALTHEXP","TOT","USD_CAP","A","2007",3233.318,
"SWE","HEALTHEXP","TOT","USD_CAP","A","2008",3433.666,
"SWE","HEALTHEXP","TOT","USD_CAP","A","2009",3472.578,
"SWE","HEALTHEXP","TOT","USD_CAP","A","2010",3446.016,
"SWE","HEALTHEXP","TOT","USD_CAP","A","2011",4484.426,"B"
"SWE","HEALTHEXP","TOT","USD_CAP","A","2012",4693.916,
"SWE","HEALTHEXP","TOT","USD_CAP","A","2013",4750.497,
"SWE","HEALTHEXP","TOT","USD_CAP","A","2014",4882.123,
"SWE","HEALTHEXP","TOT","USD_CAP","A","2015",5027.333,
"SWE","HEALTHEXP","TOT","USD_CAP","A","2016",5048.876,
"SWE","HEALTHEXP","TOT","USD_CAP","A","2017",5264.4,
"SWE","HEALTHEXP","TOT","USD_CAP","A","2018",5447.109,"P"
"CHE","HEALTHEXP","TOT","USD_CAP","A","1995",2731.736,"B"
"CHE","HEALTHEXP","TOT","USD_CAP","A","1996",2896.609,
"CHE","HEALTHEXP","TOT","USD_CAP","A","1997",3010.449,
"CHE","HEALTHEXP","TOT","USD_CAP","A","1998",3135.6,
"CHE","HEALTHEXP","TOT","USD_CAP","A","1999",3257.711,
"CHE","HEALTHEXP","TOT","USD_CAP","A","2000",3490.571,
"CHE","HEALTHEXP","TOT","USD_CAP","A","2001",3735.617,
"CHE","HEALTHEXP","TOT","USD_CAP","A","2002",4079.823,
"CHE","HEALTHEXP","TOT","USD_CAP","A","2003",4117.204,
"CHE","HEALTHEXP","TOT","USD_CAP","A","2004",4314.567,
"CHE","HEALTHEXP","TOT","USD_CAP","A","2005",4316.509,
"CHE","HEALTHEXP","TOT","USD_CAP","A","2006",4401.263,
"CHE","HEALTHEXP","TOT","USD_CAP","A","2007",4780.224,
"CHE","HEALTHEXP","TOT","USD_CAP","A","2008",5105.168,
"CHE","HEALTHEXP","TOT","USD_CAP","A","2009",5281.552,
"CHE","HEALTHEXP","TOT","USD_CAP","A","2010",5296.132,
"CHE","HEALTHEXP","TOT","USD_CAP","A","2011",5477.136,
"CHE","HEALTHEXP","TOT","USD_CAP","A","2012",5795.883,
"CHE","HEALTHEXP","TOT","USD_CAP","A","2013",6188.217,
"CHE","HEALTHEXP","TOT","USD_CAP","A","2014",6439.034,
"CHE","HEALTHEXP","TOT","USD_CAP","A","2015",6760.507,
"CHE","HEALTHEXP","TOT","USD_CAP","A","2016",6942.187,
"CHE","HEALTHEXP","TOT","USD_CAP","A","2017",7146.838,
"CHE","HEALTHEXP","TOT","USD_CAP","A","2018",7316.605,"E"
"TUR","HEALTHEXP","TOT","USD_CAP","A","1995",174.611,"D"
"TUR","HEALTHEXP","TOT","USD_CAP","A","1996",229.92,"D"
"TUR","HEALTHEXP","TOT","USD_CAP","A","1997",265.226,"D"
"TUR","HEALTHEXP","TOT","USD_CAP","A","1998",299.833,"D"
"TUR","HEALTHEXP","TOT","USD_CAP","A","1999",369.102,"B"
"TUR","HEALTHEXP","TOT","USD_CAP","A","2000",431.79,
"TUR","HEALTHEXP","TOT","USD_CAP","A","2001",472.627,
"TUR","HEALTHEXP","TOT","USD_CAP","A","2002",519.978,
"TUR","HEALTHEXP","TOT","USD_CAP","A","2003",509.731,
"TUR","HEALTHEXP","TOT","USD_CAP","A","2004",558.668,
"TUR","HEALTHEXP","TOT","USD_CAP","A","2005",588.128,
"TUR","HEALTHEXP","TOT","USD_CAP","A","2006",677.564,
"TUR","HEALTHEXP","TOT","USD_CAP","A","2007",733.105,
"TUR","HEALTHEXP","TOT","USD_CAP","A","2008",807.052,
"TUR","HEALTHEXP","TOT","USD_CAP","A","2009",817.062,
"TUR","HEALTHEXP","TOT","USD_CAP","A","2010",843.282,
"TUR","HEALTHEXP","TOT","USD_CAP","A","2011",888.309,
"TUR","HEALTHEXP","TOT","USD_CAP","A","2012",894.741,
"TUR","HEALTHEXP","TOT","USD_CAP","A","2013",947.74,
"TUR","HEALTHEXP","TOT","USD_CAP","A","2014",1006.772,
"TUR","HEALTHEXP","TOT","USD_CAP","A","2015",1040.373,
"TUR","HEALTHEXP","TOT","USD_CAP","A","2016",1126.755,
"TUR","HEALTHEXP","TOT","USD_CAP","A","2017",1185.602,
"TUR","HEALTHEXP","TOT","USD_CAP","A","2018",1226.585,"E"
"GBR","HEALTHEXP","TOT","USD_CAP","A","1995",1092.989,
"GBR","HEALTHEXP","TOT","USD_CAP","A","1996",1170.692,
"GBR","HEALTHEXP","TOT","USD_CAP","A","1997",1197.515,"B"
"GBR","HEALTHEXP","TOT","USD_CAP","A","1998",1249.778,
"GBR","HEALTHEXP","TOT","USD_CAP","A","1999",1355.559,
"GBR","HEALTHEXP","TOT","USD_CAP","A","2000",1561.224,
"GBR","HEALTHEXP","TOT","USD_CAP","A","2001",1744.409,
"GBR","HEALTHEXP","TOT","USD_CAP","A","2002",1938.607,
"GBR","HEALTHEXP","TOT","USD_CAP","A","2003",2075.671,
"GBR","HEALTHEXP","TOT","USD_CAP","A","2004",2283.803,
"GBR","HEALTHEXP","TOT","USD_CAP","A","2005",2318.468,
"GBR","HEALTHEXP","TOT","USD_CAP","A","2006",2479.628,
"GBR","HEALTHEXP","TOT","USD_CAP","A","2007",2581.759,
"GBR","HEALTHEXP","TOT","USD_CAP","A","2008",2686.75,
"GBR","HEALTHEXP","TOT","USD_CAP","A","2009",2788.696,
"GBR","HEALTHEXP","TOT","USD_CAP","A","2010",2870.56,
"GBR","HEALTHEXP","TOT","USD_CAP","A","2011",2909.888,
"GBR","HEALTHEXP","TOT","USD_CAP","A","2012",2968.076,
"GBR","HEALTHEXP","TOT","USD_CAP","A","2013",3573.575,"B"
"GBR","HEALTHEXP","TOT","USD_CAP","A","2014",3668.397,
"GBR","HEALTHEXP","TOT","USD_CAP","A","2015",3703.081,
"GBR","HEALTHEXP","TOT","USD_CAP","A","2016",3833.251,
"GBR","HEALTHEXP","TOT","USD_CAP","A","2017",3942.903,
"GBR","HEALTHEXP","TOT","USD_CAP","A","2018",4069.569,"E"
"USA","HEALTHEXP","TOT","USD_CAP","A","1995",3598.378,
"USA","HEALTHEXP","TOT","USD_CAP","A","1996",3747.624,
"USA","HEALTHEXP","TOT","USD_CAP","A","1997",3905.402,
"USA","HEALTHEXP","TOT","USD_CAP","A","1998",4083.054,
"USA","HEALTHEXP","TOT","USD_CAP","A","1999",4289.566,
"USA","HEALTHEXP","TOT","USD_CAP","A","2000",4557.152,
"USA","HEALTHEXP","TOT","USD_CAP","A","2001",4908.715,
"USA","HEALTHEXP","TOT","USD_CAP","A","2002",5326.083,
"USA","HEALTHEXP","TOT","USD_CAP","A","2003",5735.516,
"USA","HEALTHEXP","TOT","USD_CAP","A","2004",6094.229,
"USA","HEALTHEXP","TOT","USD_CAP","A","2005",6443.319,
"USA","HEALTHEXP","TOT","USD_CAP","A","2006",6807.131,
"USA","HEALTHEXP","TOT","USD_CAP","A","2007",7160.704,
"USA","HEALTHEXP","TOT","USD_CAP","A","2008",7403.141,
"USA","HEALTHEXP","TOT","USD_CAP","A","2009",7681.982,
"USA","HEALTHEXP","TOT","USD_CAP","A","2010",7939.349,
"USA","HEALTHEXP","TOT","USD_CAP","A","2011",8154.364,
"USA","HEALTHEXP","TOT","USD_CAP","A","2012",8423.311,
"USA","HEALTHEXP","TOT","USD_CAP","A","2013",8628.561,
"USA","HEALTHEXP","TOT","USD_CAP","A","2014",9042.281,
"USA","HEALTHEXP","TOT","USD_CAP","A","2015",9505.074,
"USA","HEALTHEXP","TOT","USD_CAP","A","2016",9903.651,
"USA","HEALTHEXP","TOT","USD_CAP","A","2017",10206.51,
"USA","HEALTHEXP","TOT","USD_CAP","A","2018",10586.084,"E"
"CHL","HEALTHEXP","TOT","USD_CAP","A","2000",589.21,
"CHL","HEALTHEXP","TOT","USD_CAP","A","2001",618.865,
"CHL","HEALTHEXP","TOT","USD_CAP","A","2002",653.681,
"CHL","HEALTHEXP","TOT","USD_CAP","A","2003",707.557,
"CHL","HEALTHEXP","TOT","USD_CAP","A","2004",767.547,
"CHL","HEALTHEXP","TOT","USD_CAP","A","2005",811.603,
"CHL","HEALTHEXP","TOT","USD_CAP","A","2006",960.406,
"CHL","HEALTHEXP","TOT","USD_CAP","A","2007",1061.561,
"CHL","HEALTHEXP","TOT","USD_CAP","A","2008",1130.149,
"CHL","HEALTHEXP","TOT","USD_CAP","A","2009",1310.905,
"CHL","HEALTHEXP","TOT","USD_CAP","A","2010",1254.092,
"CHL","HEALTHEXP","TOT","USD_CAP","A","2011",1355.345,
"CHL","HEALTHEXP","TOT","USD_CAP","A","2012",1485.173,
"CHL","HEALTHEXP","TOT","USD_CAP","A","2013",1656.262,
"CHL","HEALTHEXP","TOT","USD_CAP","A","2014",1751.892,
"CHL","HEALTHEXP","TOT","USD_CAP","A","2015",1837.686,
"CHL","HEALTHEXP","TOT","USD_CAP","A","2016",1897.797,
"CHL","HEALTHEXP","TOT","USD_CAP","A","2017",2095.28,
"CHL","HEALTHEXP","TOT","USD_CAP","A","2018",2181.726,"P"
"EST","HEALTHEXP","TOT","USD_CAP","A","1999",510.2,
"EST","HEALTHEXP","TOT","USD_CAP","A","2000",542.703,
"EST","HEALTHEXP","TOT","USD_CAP","A","2001",544.97,
"EST","HEALTHEXP","TOT","USD_CAP","A","2002",624.72,
"EST","HEALTHEXP","TOT","USD_CAP","A","2003",700.304,
"EST","HEALTHEXP","TOT","USD_CAP","A","2004",814.227,
"EST","HEALTHEXP","TOT","USD_CAP","A","2005",888.889,
"EST","HEALTHEXP","TOT","USD_CAP","A","2006",945.389,
"EST","HEALTHEXP","TOT","USD_CAP","A","2007",1137.476,
"EST","HEALTHEXP","TOT","USD_CAP","A","2008",1291.739,
"EST","HEALTHEXP","TOT","USD_CAP","A","2009",1310.758,
"EST","HEALTHEXP","TOT","USD_CAP","A","2010",1362.93,
"EST","HEALTHEXP","TOT","USD_CAP","A","2011",1403.665,
"EST","HEALTHEXP","TOT","USD_CAP","A","2012",1515.085,
"EST","HEALTHEXP","TOT","USD_CAP","A","2013",1636.092,
"EST","HEALTHEXP","TOT","USD_CAP","A","2014",1752.164,
"EST","HEALTHEXP","TOT","USD_CAP","A","2015",1868.235,
"EST","HEALTHEXP","TOT","USD_CAP","A","2016",2012.957,
"EST","HEALTHEXP","TOT","USD_CAP","A","2017",2120.49,
"EST","HEALTHEXP","TOT","USD_CAP","A","2018",2231.406,"P"
"ISR","HEALTHEXP","TOT","USD_CAP","A","1995",1180.603,
"ISR","HEALTHEXP","TOT","USD_CAP","A","1996",1255.309,
"ISR","HEALTHEXP","TOT","USD_CAP","A","1997",1342.847,
"ISR","HEALTHEXP","TOT","USD_CAP","A","1998",1382.958,
"ISR","HEALTHEXP","TOT","USD_CAP","A","1999",1369.363,
"ISR","HEALTHEXP","TOT","USD_CAP","A","2000",1550.072,
"ISR","HEALTHEXP","TOT","USD_CAP","A","2001",1651.478,
"ISR","HEALTHEXP","TOT","USD_CAP","A","2002",1691.491,
"ISR","HEALTHEXP","TOT","USD_CAP","A","2003",1633.768,
"ISR","HEALTHEXP","TOT","USD_CAP","A","2004",1708.173,
"ISR","HEALTHEXP","TOT","USD_CAP","A","2005",1756.34,
"ISR","HEALTHEXP","TOT","USD_CAP","A","2006",1746.907,"B"
"ISR","HEALTHEXP","TOT","USD_CAP","A","2007",1854.384,
"ISR","HEALTHEXP","TOT","USD_CAP","A","2008",1844.723,
