"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"EVIEFE40","Females at age 40","EVIDUREV","Years","DNK","Denmark","2006","2006",41.5,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","DNK","Denmark","2007","2007",41.4,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","DNK","Denmark","2008","2008",41.8,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","DNK","Denmark","2009","2009",41.9,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","DNK","Denmark","2010","2010",42.1,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","DNK","Denmark","2011","2011",42.7,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","DNK","Denmark","2012","2012",42.8,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","DNK","Denmark","2013","2013",43.1,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","DNK","Denmark","2014","2014",43.5,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","DNK","Denmark","2015","2015",43.4,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","DNK","Denmark","2016","2016",43.5,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","DNK","Denmark","2017","2017",43.8,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","DNK","Denmark","2000","2000",22.2,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","DNK","Denmark","2001","2001",22.4,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","DNK","Denmark","2002","2002",22.3,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","DNK","Denmark","2003","2003",22.6,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","DNK","Denmark","2004","2004",23,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","DNK","Denmark","2005","2005",23.2,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","DNK","Denmark","2006","2006",23.3,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","DNK","Denmark","2007","2007",23.3,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","DNK","Denmark","2008","2008",23.6,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","DNK","Denmark","2009","2009",23.6,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","DNK","Denmark","2010","2010",23.8,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","DNK","Denmark","2011","2011",24.3,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","DNK","Denmark","2012","2012",24.4,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","DNK","Denmark","2013","2013",24.6,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","DNK","Denmark","2014","2014",24.9,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","DNK","Denmark","2015","2015",24.9,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","DNK","Denmark","2016","2016",24.9,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","DNK","Denmark","2017","2017",25.1,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","DNK","Denmark","2000","2000",18.3,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","DNK","Denmark","2001","2001",18.3,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","DNK","Denmark","2002","2002",18.2,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","DNK","Denmark","2003","2003",18.5,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","DNK","Denmark","2004","2004",19,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","DNK","Denmark","2005","2005",19.1,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","DNK","Denmark","2006","2006",19.2,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","DNK","Denmark","2007","2007",19.2,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","DNK","Denmark","2008","2008",19.5,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","DNK","Denmark","2009","2009",19.5,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","DNK","Denmark","2010","2010",19.7,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","DNK","Denmark","2011","2011",20.1,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","DNK","Denmark","2012","2012",20.2,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","DNK","Denmark","2013","2013",20.4,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","DNK","Denmark","2014","2014",20.8,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","DNK","Denmark","2015","2015",20.7,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","DNK","Denmark","2016","2016",20.8,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","DNK","Denmark","2017","2017",20.8,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","DNK","Denmark","2000","2000",8.7,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","DNK","Denmark","2001","2001",8.6,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","DNK","Denmark","2002","2002",8.4,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","DNK","Denmark","2003","2003",8.6,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","DNK","Denmark","2004","2004",8.9,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","DNK","Denmark","2005","2005",8.9,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","DNK","Denmark","2006","2006",8.8,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","DNK","Denmark","2007","2007",8.9,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","DNK","Denmark","2008","2008",9.1,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","DNK","Denmark","2009","2009",9.1,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","DNK","Denmark","2010","2010",9.1,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","DNK","Denmark","2011","2011",9.4,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","DNK","Denmark","2012","2012",9.5,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","DNK","Denmark","2013","2013",9.4,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","DNK","Denmark","2014","2014",9.8,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","DNK","Denmark","2015","2015",9.5,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","DNK","Denmark","2016","2016",9.6,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","DNK","Denmark","2017","2017",9.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DNK","Denmark","2000","2000",74.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DNK","Denmark","2001","2001",74.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DNK","Denmark","2002","2002",74.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DNK","Denmark","2003","2003",75,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DNK","Denmark","2004","2004",75.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DNK","Denmark","2005","2005",76,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DNK","Denmark","2006","2006",76.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DNK","Denmark","2007","2007",76.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DNK","Denmark","2008","2008",76.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DNK","Denmark","2009","2009",76.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DNK","Denmark","2010","2010",77.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DNK","Denmark","2011","2011",77.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DNK","Denmark","2012","2012",78.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DNK","Denmark","2013","2013",78.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DNK","Denmark","2014","2014",78.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DNK","Denmark","2015","2015",78.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DNK","Denmark","2016","2016",79,,
"EVIEHO00","Males at birth","EVIDUREV","Years","DNK","Denmark","2017","2017",79.2,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","DNK","Denmark","2000","2000",36.2,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","DNK","Denmark","2001","2001",36.3,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","DNK","Denmark","2002","2002",36.4,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","DNK","Denmark","2003","2003",36.6,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","DNK","Denmark","2004","2004",37,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","DNK","Denmark","2005","2005",37.4,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","DNK","Denmark","2006","2006",37.5,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","DNK","Denmark","2007","2007",37.6,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","DNK","Denmark","2008","2008",38,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","DNK","Denmark","2009","2009",38.1,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","DNK","Denmark","2010","2010",38.3,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","DNK","Denmark","2011","2011",38.9,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","DNK","Denmark","2012","2012",39.2,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","DNK","Denmark","2013","2013",39.3,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","DNK","Denmark","2014","2014",39.8,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","DNK","Denmark","2015","2015",39.8,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","DNK","Denmark","2016","2016",40.1,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","DNK","Denmark","2017","2017",40.2,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","DNK","Denmark","2000","2000",18.9,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","DNK","Denmark","2001","2001",19,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","DNK","Denmark","2002","2002",19.1,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","DNK","Denmark","2003","2003",19.3,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","DNK","Denmark","2004","2004",19.6,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","DNK","Denmark","2005","2005",20,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","DNK","Denmark","2006","2006",20,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","DNK","Denmark","2007","2007",20.3,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","DNK","Denmark","2008","2008",20.4,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","DNK","Denmark","2009","2009",20.6,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","DNK","Denmark","2010","2010",20.8,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","DNK","Denmark","2011","2011",21.2,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","DNK","Denmark","2012","2012",21.4,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","DNK","Denmark","2013","2013",21.6,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","DNK","Denmark","2014","2014",21.9,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","DNK","Denmark","2015","2015",21.9,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","DNK","Denmark","2016","2016",22.1,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","DNK","Denmark","2017","2017",22.1,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","DNK","Denmark","2000","2000",15.2,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","DNK","Denmark","2001","2001",15.2,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","DNK","Denmark","2002","2002",15.4,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","DNK","Denmark","2003","2003",15.6,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","DNK","Denmark","2004","2004",15.9,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","DNK","Denmark","2005","2005",16.1,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","DNK","Denmark","2006","2006",16.2,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","DNK","Denmark","2007","2007",16.5,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","DNK","Denmark","2008","2008",16.6,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","DNK","Denmark","2009","2009",16.8,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","DNK","Denmark","2010","2010",17,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","DNK","Denmark","2011","2011",17.3,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","DNK","Denmark","2012","2012",17.5,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","DNK","Denmark","2013","2013",17.7,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","DNK","Denmark","2014","2014",18.1,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","DNK","Denmark","2015","2015",18,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","DNK","Denmark","2016","2016",18.2,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","DNK","Denmark","2017","2017",18.2,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","DNK","Denmark","2000","2000",6.1,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","DNK","Denmark","2001","2001",6.1,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","DNK","Denmark","2002","2002",6,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","DNK","Denmark","2003","2003",5.9,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","DNK","Denmark","2004","2004",6.1,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","DNK","Denmark","2005","2005",6.2,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","DNK","Denmark","2006","2006",6.5,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","DNK","Denmark","2007","2007",6.8,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","DNK","Denmark","2008","2008",6.9,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","DNK","Denmark","2009","2009",6.8,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","DNK","Denmark","2010","2010",6.9,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","DNK","Denmark","2011","2011",7.1,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","DNK","Denmark","2012","2012",7.1,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","DNK","Denmark","2013","2013",7.2,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","DNK","Denmark","2014","2014",7.4,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","DNK","Denmark","2015","2015",7.2,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","DNK","Denmark","2016","2016",7.5,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","DNK","Denmark","2017","2017",7.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DNK","Denmark","2000","2000",76.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DNK","Denmark","2001","2001",77,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DNK","Denmark","2002","2002",77.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DNK","Denmark","2003","2003",77.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DNK","Denmark","2004","2004",77.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DNK","Denmark","2005","2005",78.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DNK","Denmark","2006","2006",78.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DNK","Denmark","2007","2007",78.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DNK","Denmark","2008","2008",78.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DNK","Denmark","2009","2009",79,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DNK","Denmark","2010","2010",79.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DNK","Denmark","2011","2011",79.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DNK","Denmark","2012","2012",80.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DNK","Denmark","2013","2013",80.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DNK","Denmark","2014","2014",80.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DNK","Denmark","2015","2015",80.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DNK","Denmark","2016","2016",80.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","DNK","Denmark","2017","2017",81.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","FIN","Finland","2000","2000",81.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","FIN","Finland","2001","2001",81.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","FIN","Finland","2002","2002",81.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","FIN","Finland","2003","2003",81.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","FIN","Finland","2004","2004",82.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","FIN","Finland","2005","2005",82.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","FIN","Finland","2006","2006",83.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","FIN","Finland","2007","2007",83.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","FIN","Finland","2008","2008",83.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","FIN","Finland","2009","2009",83.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","FIN","Finland","2010","2010",83.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","FIN","Finland","2011","2011",83.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","FIN","Finland","2012","2012",83.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","FIN","Finland","2013","2013",84.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","FIN","Finland","2014","2014",84.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","FIN","Finland","2015","2015",84.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","FIN","Finland","2016","2016",84.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","FIN","Finland","2017","2017",84.5,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","FIN","Finland","2000","2000",42.2,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","FIN","Finland","2001","2001",42.6,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","FIN","Finland","2002","2002",42.5,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","FIN","Finland","2003","2003",42.8,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","FIN","Finland","2004","2004",43.4,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","FIN","Finland","2005","2005",43.5,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","FIN","Finland","2006","2006",43.9,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","FIN","Finland","2007","2007",44,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","FIN","Finland","2008","2008",44.1,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","FIN","Finland","2009","2009",44.3,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","FIN","Finland","2010","2010",44.3,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","FIN","Finland","2011","2011",44.6,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","FIN","Finland","2012","2012",44.6,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","FIN","Finland","2013","2013",44.8,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","FIN","Finland","2014","2014",44.9,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","FIN","Finland","2015","2015",45.1,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","FIN","Finland","2016","2016",45.1,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","FIN","Finland","2017","2017",45.2,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","FIN","Finland","2000","2000",23.8,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","FIN","Finland","2001","2001",24.1,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","FIN","Finland","2002","2002",24.1,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","FIN","Finland","2003","2003",24.3,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","FIN","Finland","2004","2004",25,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","FIN","Finland","2005","2005",25.3,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","FIN","Finland","2006","2006",25.5,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","FIN","Finland","2007","2007",25.6,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","FIN","Finland","2008","2008",25.7,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","FIN","Finland","2009","2009",25.9,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","FIN","Finland","2010","2010",25.8,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","FIN","Finland","2011","2011",26,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","FIN","Finland","2012","2012",25.9,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","FIN","Finland","2013","2013",26.2,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","FIN","Finland","2014","2014",26.1,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","FIN","Finland","2015","2015",26.3,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","FIN","Finland","2016","2016",26.2,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","FIN","Finland","2017","2017",26.5,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","FIN","Finland","2000","2000",19.5,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","FIN","Finland","2001","2001",19.8,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","FIN","Finland","2002","2002",19.8,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","FIN","Finland","2003","2003",20,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","FIN","Finland","2004","2004",20.7,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","FIN","Finland","2005","2005",21,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","FIN","Finland","2006","2006",21.2,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","FIN","Finland","2007","2007",21.2,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","FIN","Finland","2008","2008",21.3,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","FIN","Finland","2009","2009",21.5,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","FIN","Finland","2010","2010",21.5,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","FIN","Finland","2011","2011",21.7,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","FIN","Finland","2012","2012",21.6,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","FIN","Finland","2013","2013",21.8,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","FIN","Finland","2014","2014",21.7,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","FIN","Finland","2015","2015",21.9,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","FIN","Finland","2016","2016",21.9,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","FIN","Finland","2017","2017",22.1,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","FIN","Finland","2000","2000",8.4,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","FIN","Finland","2001","2001",8.7,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","FIN","Finland","2002","2002",8.5,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","FIN","Finland","2003","2003",8.7,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","FIN","Finland","2004","2004",9.2,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","FIN","Finland","2005","2005",9.4,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","FIN","Finland","2006","2006",9.6,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","FIN","Finland","2007","2007",9.6,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","FIN","Finland","2008","2008",9.7,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","FIN","Finland","2009","2009",9.9,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","FIN","Finland","2010","2010",9.8,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","FIN","Finland","2011","2011",10,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","FIN","Finland","2012","2012",9.9,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","FIN","Finland","2013","2013",10.1,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","FIN","Finland","2014","2014",10.1,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","FIN","Finland","2015","2015",10.1,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","FIN","Finland","2016","2016",10.1,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","FIN","Finland","2017","2017",10.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","FIN","Finland","2000","2000",74.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","FIN","Finland","2001","2001",74.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","FIN","Finland","2002","2002",74.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","FIN","Finland","2003","2003",75.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","FIN","Finland","2004","2004",75.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","FIN","Finland","2005","2005",75.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","FIN","Finland","2006","2006",75.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","FIN","Finland","2007","2007",76,,
"EVIEHO00","Males at birth","EVIDUREV","Years","FIN","Finland","2008","2008",76.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","FIN","Finland","2009","2009",76.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","FIN","Finland","2010","2010",76.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","FIN","Finland","2011","2011",77.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","FIN","Finland","2012","2012",77.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","FIN","Finland","2013","2013",78,,
"EVIEHO00","Males at birth","EVIDUREV","Years","FIN","Finland","2014","2014",78.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","FIN","Finland","2015","2015",78.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","FIN","Finland","2016","2016",78.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","FIN","Finland","2017","2017",78.9,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","FIN","Finland","2000","2000",36.1,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","FIN","Finland","2001","2001",36.5,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","FIN","Finland","2002","2002",36.7,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","FIN","Finland","2003","2003",36.9,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","FIN","Finland","2004","2004",37.2,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","FIN","Finland","2005","2005",37.3,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","FIN","Finland","2006","2006",37.6,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","FIN","Finland","2007","2007",37.7,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","FIN","Finland","2008","2008",38.2,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","FIN","Finland","2009","2009",38.3,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","FIN","Finland","2010","2010",38.5,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","FIN","Finland","2011","2011",38.9,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","FIN","Finland","2012","2012",39.1,,
