VAR,Variable,UNIT,Measure,COU,Country,YEA,Year,Value,Flag Codes,Flags
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),GBR,United Kingdom,2013,2013,18,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),GBR,United Kingdom,2014,2014,21.1,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),GBR,United Kingdom,2015,2015,21.6,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),GBR,United Kingdom,2016,2016,22.2,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),GBR,United Kingdom,2017,2017,18.1,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CHL,Chile,2006,2006,52.6,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CHL,Chile,2009,2009,59.1,B; D,Break; Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CHL,Chile,2013,2013,64.5,B; D,Break; Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CHL,Chile,2015,2015,57.4,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CHL,Chile,2017,2017,59.7,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),LUX,Luxembourg,2005,2005,73.6,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),LUX,Luxembourg,2006,2006,74.2,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),LUX,Luxembourg,2007,2007,74.4,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),LUX,Luxembourg,2008,2008,74,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),LUX,Luxembourg,2009,2009,73.9,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),LUX,Luxembourg,2010,2010,75.3,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),LUX,Luxembourg,2011,2011,72.5,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),LUX,Luxembourg,2012,2012,73.8,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),LUX,Luxembourg,2013,2013,71.9,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),LUX,Luxembourg,2014,2014,72.8,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),LUX,Luxembourg,2015,2015,70.4,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),LUX,Luxembourg,2016,2016,69.1,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),LUX,Luxembourg,2017,2017,71,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2005,2005,8.6,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2007,2007,8.8,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2008,2008,8.7,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2009,2009,8.8,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2010,2010,9,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2011,2011,9,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2012,2012,8.5,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2013,2013,8.5,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2014,2014,8.8,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2015,2015,8,B; D,Break; Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2016,2016,8.5,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2017,2017,8.3,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2005,2005,52,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2006,2006,52,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2007,2007,52.9,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2008,2008,59.6,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2009,2009,61.9,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2010,2010,63.5,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2011,2011,63.2,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2012,2012,65.7,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2013,2013,65.9,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2014,2014,64.7,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2015,2015,65.9,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2016,2016,66.3,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),SVK,Slovak Republic,2017,2017,67,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ISR,Israel,2017,2017,15,B,Break
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),DNK,Denmark,2005,2005,76.6,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),DNK,Denmark,2006,2006,75,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),DNK,Denmark,2007,2007,75.3,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),DNK,Denmark,2008,2008,74.2,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),DNK,Denmark,2009,2009,72.3,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),DNK,Denmark,2010,2010,71,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),DNK,Denmark,2011,2011,71.7,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),DNK,Denmark,2012,2012,71,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),DNK,Denmark,2013,2013,72.5,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),DNK,Denmark,2014,2014,72.4,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),DNK,Denmark,2015,2015,71.6,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),DNK,Denmark,2016,2016,71.3,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),DNK,Denmark,2017,2017,71.2,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),DNK,Denmark,2018,2018,71.2,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),LUX,Luxembourg,2005,2005,18.5,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),LUX,Luxembourg,2006,2006,18.5,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),LUX,Luxembourg,2007,2007,18.5,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),LUX,Luxembourg,2008,2008,18.3,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),LUX,Luxembourg,2009,2009,17.6,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),LUX,Luxembourg,2010,2010,16.8,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),LUX,Luxembourg,2011,2011,19.6,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),LUX,Luxembourg,2012,2012,18.9,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),LUX,Luxembourg,2013,2013,19.8,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),LUX,Luxembourg,2014,2014,18.9,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),LUX,Luxembourg,2015,2015,20.9,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),LUX,Luxembourg,2016,2016,21.3,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),LUX,Luxembourg,2017,2017,19.7,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CZE,Czech Republic,2005,2005,58.9,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CZE,Czech Republic,2006,2006,59.2,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CZE,Czech Republic,2007,2007,61.2,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CZE,Czech Republic,2008,2008,61.4,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CZE,Czech Republic,2009,2009,61.3,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CZE,Czech Republic,2010,2010,62.2,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CZE,Czech Republic,2011,2011,59.4,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CZE,Czech Republic,2012,2012,60.4,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CZE,Czech Republic,2013,2013,59.6,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CZE,Czech Republic,2014,2014,60.6,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CZE,Czech Republic,2015,2015,61.2,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CZE,Czech Republic,2016,2016,60.3,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CZE,Czech Republic,2017,2017,61.8,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CZE,Czech Republic,2018,2018,62,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2005,2005,76.3,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2006,2006,76.8,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2007,2007,76.3,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2008,2008,77.3,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2009,2009,77.6,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2010,2010,78,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2011,2011,76.3,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2012,2012,75.6,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2013,2013,75.6,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2014,2014,77.3,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2015,2015,76.2,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2016,2016,75.9,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),NLD,Netherlands,2017,2017,76.1,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),POL,Poland,2005,2005,54.3,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),POL,Poland,2006,2006,54.5,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),POL,Poland,2007,2007,56.8,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),POL,Poland,2008,2008,57.7,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),POL,Poland,2009,2009,56.1,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),POL,Poland,2010,2010,57.8,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),POL,Poland,2011,2011,57.6,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),POL,Poland,2012,2012,57.7,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),POL,Poland,2013,2013,58.3,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),POL,Poland,2014,2014,58.1,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),POL,Poland,2015,2015,57.8,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),POL,Poland,2016,2016,58.4,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),POL,Poland,2017,2017,58.8,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2005,2005,88.4,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2007,2007,88.2,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2008,2008,88.1,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2009,2009,88.5,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2010,2010,88.1,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2011,2011,88.2,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2012,2012,88.8,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2013,2013,88.7,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2014,2014,88.1,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2015,2015,89,B; D,Break; Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2016,2016,88.4,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),CAN,Canada,2017,2017,88.5,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2005,2005,37,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2008,2008,35.2,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2009,2009,35.1,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2010,2010,44.2,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2011,2011,47.4,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2012,2012,50.1,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2013,2013,48.8,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2014,2014,51.6,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2015,2015,49.9,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2016,2016,49.8,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),KOR,Korea,2017,2017,53.5,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),USA,United States,2005,2005,8.5,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),USA,United States,2006,2006,8.7,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),USA,United States,2007,2007,8.9,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),USA,United States,2008,2008,8.9,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),USA,United States,2009,2009,9,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),USA,United States,2010,2010,9.2,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),USA,United States,2011,2011,9.6,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),USA,United States,2012,2012,9.4,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),USA,United States,2013,2013,9.4,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),USA,United States,2014,2014,9,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),USA,United States,2015,2015,9.2,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),USA,United States,2016,2016,9.1,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),USA,United States,2017,2017,9.1,D,Difference in methodology
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2005,2005,14.4,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2006,2006,14.3,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2007,2007,16.3,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2008,2008,15.3,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2009,2009,15.4,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2010,2010,17,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2011,2011,16,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2012,2012,18.1,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2013,2013,17.5,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2014,2014,17.5,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2015,2015,18,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),ISL,Iceland,2016,2016,17.5,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2005,2005,60.1,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2006,2006,60.5,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2007,2007,59.8,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2008,2008,64.5,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2009,2009,65.2,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2010,2010,65.2,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2011,2011,64.8,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2012,2012,65.4,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2013,2013,64.9,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2014,2014,65.2,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2015,2015,64.5,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2016,2016,65.2,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),DEU,Germany,2017,2017,65.4,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2005,2005,16.3,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2006,2006,16.2,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2007,2007,15.1,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2008,2008,15.5,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2009,2009,16.1,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2010,2010,15.5,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2011,2011,18.3,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2012,2012,15,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2013,2013,16,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2014,2014,14.6,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2015,2015,15.3,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2016,2016,15.2,,
PRHSTFAH,"Fair (not good, not bad) health, total aged 15+",PERCALEF,% of population (crude rate),NOR,Norway,2017,2017,15.3,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2005,2005,68.5,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2006,2006,68.7,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2007,2007,68.3,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2008,2008,68.6,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2009,2009,68.9,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2010,2010,68.3,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2011,2011,68.8,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2012,2012,67.1,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2013,2013,64.6,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2014,2014,69.2,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2015,2015,69.8,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2016,2016,70.2,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2017,2017,70.1,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),FIN,Finland,2018,2018,68.8,,
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ISR,Israel,2005,2005,77.3,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ISR,Israel,2006,2006,78.9,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ISR,Israel,2007,2007,79.1,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ISR,Israel,2008,2008,79.7,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ISR,Israel,2009,2009,79.8,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ISR,Israel,2010,2010,81.1,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ISR,Israel,2011,2011,81.5,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ISR,Israel,2012,2012,83.5,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ISR,Israel,2013,2013,80,D,Difference in methodology
PRHSTGHE,"Good/very good health, total aged 15+",PERCALEF,% of population (crude rate),ISR,Israel,2014,2014,84.3,D,Difference in methodology
